"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-04","1974","04","10.0","","0.3","","5.2","","23.9","","-6.7","","8.9","","13.7","","23.9","","0","","36","","51",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-05","1974","05","14.1","","4.2","","9.2","","23.3","","-2.2","","45.2","","3.8","","49.0","","0","","18","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-06","1974","06","22.1","","10.8","","16.5","","31.1","","6.7","S","123.7","","0.0","","123.7","","0","","20","","68",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-07","1974","07","22.4","","11.9","","17.2","","29.4","","8.3","S","126.2","","0.0","","126.2","","0","","29","","82",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-08","1974","08","19.8","","9.6","","14.7","","30.0","","5.6","","29.2","","0.0","","29.2","","0","","32","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-09","1974","09","15.8","","4.6","","10.2","","25.0","S","-6.7","","36.8","","9.4","","45.5","","5","","34","","68",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-10","1974","10","13.9","","2.7","","8.3","","25.0","","-5.0","","4.6","","0.3","","4.6","","0","","34","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-11","1974","11","3.6","","-5.1","","-0.8","","13.3","","-13.3","","0.5","","2.0","","2.0","","0","","32","","79",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1974-12","1974","12","0.4","","-7.9","","-3.8","","7.8","","-18.3","","0.0","T","21.6","","24.4","","8","","29","","82",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-01","1975","01","-5.3","","-13.6","","-9.5","","5.0","S","-32.2","","3.3","","12.4","","13.2","","5","","29","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-02","1975","02","-8.2","","-17.2","","-12.7","","8.3","","-31.1","","0.0","","20.3","","18.3","","5","","29","","64",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-03","1975","03","-2.8","","-10.8","","-6.8","","5.6","","-22.2","","3.6","","15.5","","16.3","","8","","29","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-04","1975","04","6.1","","-3.3","","1.4","","18.3","","-20.0","","13.0","","15.5","","30.0","","0","","34","","66",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-05","1975","05","15.9","","5.7","","10.8","","21.7","","0.6","","39.6","","0.3","","39.9","","0","","32","","84",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-06","1975","06","20.2","","9.3","","14.8","","27.8","","5.0","","85.9","","0.0","","85.9","","0","","16","","79",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-07","1975","07","25.3","","14.2","","19.8","","32.2","S","9.4","S","33.5","","0.0","","33.5","","0","","32","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-08","1975","08","18.9","","9.3","","14.1","","25.6","","5.6","","121.2","","0.0","","121.2","","0","","32","","77",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-09","1975","09","18.6","","6.4","","12.5","","25.6","S","1.7","","8.4","","0.0","","8.4","","0","","29","","58",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-10","1975","10","9.4","","0.4","","4.9","","26.7","","-7.8","S","8.9","","7.1","","16.0","","5","","29","","82",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-11","1975","11","2.1","","-7.6","","-2.8","","19.4","","-23.9","","0.0","T","6.9","","4.3","","3","","27","","79",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1975-12","1975","12","-4.1","","-14.8","","-9.5","","6.7","","-27.8","","1.8","","39.4","","37.3","","13","","29","","60",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-01","1976","01","-5.4","","-14.2","","-9.8","","11.1","","-36.7","","0.5","","16.3","","15.2","","8","","29","","101",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-02","1976","02","-1.7","","-11.3","","-6.5","","10.6","","-22.8","","0.0","T","27.4","","23.4","","20","","32","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-03","1976","03","1.9","","-8.2","","-3.2","","13.3","","-28.3","","0.0","T","11.2","","10.2","","0","","27","","60","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-04","1976","04","14.5","","1.6","","8.1","","25.6","","-4.4","","9.1","","3.3","","12.7","","0","","32","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-05","1976","05","19.6","","6.4","","13.0","","29.4","","2.8","","16.5","","0.0","","16.5","","0","","29","","84",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-06","1976","06","19.6","","8.0","","13.8","","27.8","","2.8","","90.7","","0.0","","90.7","","0","","29","","79",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-07","1976","07","23.7","","12.0","","17.9","","30.6","","8.3","","29.5","","0.0","","29.5","","0","","29","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-08","1976","08","23.4","","12.8","","18.1","","30.0","","7.2","","132.8","","0.0","","132.8","","0","","29","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-09","1976","09","19.8","","7.3","","13.6","","25.0","","3.9","","29.0","","0.0","","29.0","","0","","32","","71",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-10","1976","10","10.5","","0.1","","5.3","","23.9","","-7.8","","9.1","","0.3","","9.4","","0","","29","","103",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-11","1976","11","5.1","","-5.7","","-0.3","","14.4","","-16.1","","1.0","","2.8","","3.6","","0","T","29","","98",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1976-12","1976","12","-2.9","","-12.2","","-7.6","","11.7","","-26.7","","1.5","","45.7","","41.7","","18","","29","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-01","1977","01","-6.0","","-14.7","","-10.4","","6.8","","-26.6","","1.1","","25.0","","21.2","","22","","33","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-02","1977","02","6.1","","-4.0","","1.1","","11.6","","-9.9","","6.7","","0.0","T","6.7","","1","","30","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-03","1977","03","3.6","","-6.0","","-1.2","","11.6","","-14.6","","0.0","T","13.8","","12.6","","0","T","28","","78",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-04","1977","04","16.0","","1.3","","8.7","","30.3","","-14.2","","15.0","","4.4","","19.4","","0","","28","S","83","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-05","1977","05","17.8","","6.2","","12.0","","26.4","","0.2","","129.5","","8.8","","138.3","","0","","9","S","70","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-06","1977","06","23.1","","10.2","","16.7","","32.8","","2.9","","18.8","","0.0","","18.8","","0","","30","","93",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-07","1977","07","21.4","","10.6","","16.0","","30.1","","4.0","","141.6","","0.0","","141.6","","0","","31","","104",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-08","1977","08","19.2","","8.5","","13.9","","27.4","","2.1","","74.0","","0.0","T","74.0","","0","","1","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-09","1977","09","15.3","","6.1","","10.7","","21.5","","0.6","","37.3","","0.0","","37.3","","0","","32","","57",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-10","1977","10","12.3","","0.7","","6.5","","22.3","","-5.8","","0.0","T","0.2","","0.2","","0","","25","","83",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-11","1977","11","0.3","","-9.0","","-4.4","","11.1","","-24.5","","1.0","","11.4","","12.2","","5","","29","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1977-12","1977","12","-11.1","","-18.4","","-14.8","","-0.3","","-36.4","","0.0","T","22.2","","22.2","","22","","29","","54",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-01","1978","01","-12.2","","-19.9","","-16.1","","1.5","","-28.9","","0.0","T","27.6","","26.1","","30","","28","","52",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-02","1978","02","-6.2","","-15.4","","-10.8","","10.0","","-31.5","","0.0","T","12.2","","11.2","","27","","29","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-03","1978","03","2.7","","-6.1","","-1.7","","13.2","","-23.5","","2.1","","4.8","","5.7","","0","","15","","52",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-04","1978","04","10.6","","1.1","","5.9","","23.5","","-6.0","","18.2","","2.6","","20.8","","0","","30","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-05","1978","05","16.9","","5.4","","11.2","","26.9","","0.3","","69.4","","0.0","","69.4","","0","","28","S","69","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-06","1978","06","23.4","","10.4","","16.9","","32.8","","4.9","","77.8","","0.0","","77.8","","0","","29","","85",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-07","1978","07","23.8","","12.2","","18.0","","31.3","","8.1","","124.6","","0.0","","124.6","","0","","29","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-08","1978","08","21.2","","9.9","","15.6","","32.3","","6.0","S","92.5","","0.0","","92.5","","0","","32","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-09","1978","09","15.7","","6.5","","11.1","","26.8","","2.0","S","112.5","","0.0","T","112.5","","0","","29","","81",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-10","1978","10","13.6","","2.2","","7.9","","23.9","","-5.1","","14.8","","0.0","","14.8","","0","","31","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-11","1978","11","-0.7","","-9.8","","-5.3","","19.1","","-23.4","","8.0","","28.7","","36.6","","9","","33","","57",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1978-12","1978","12","-6.4","","-14.8","","-10.6","","5.0","","-32.4","","0.0","T","13.0","","12.3","","7","","30","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-01","1979","01","-10.1","","-19.1","","-14.6","","1.2","","-29.9","","0.0","T","9.8","","9.4","","13","","32","","50",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-02","1979","02","-18.2","","-24.6","","-21.4","","-8.6","","-32.1","","0.0","","39.4","","37.7","","43","","13","","43",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-03","1979","03","4.6","","-6.2","","-0.8","","15.0","","-22.1","","2.2","","5.8","","7.7","","1","","34","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-04","1979","04","5.9","","-3.3","","1.3","","16.6","","-16.1","","6.1","","22.9","","26.2","","0","","6","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-05","1979","05","15.0","","4.1","","9.6","","27.4","","-3.3","","25.9","","10.7","","36.6","","0","","29","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-06","1979","06","21.4","","9.6","","15.5","","31.4","","4.4","","71.5","","0.0","","71.5","","0","","32","S","81","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-07","1979","07","24.2","","12.5","","18.4","","33.3","","7.2","","181.8","","0.0","","181.8","","0","","30","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-08","1979","08","22.3","","11.1","","16.7","","27.3","","7.0","","40.9","","0.0","","40.9","","0","","33","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-09","1979","09","19.6","","7.6","","13.6","","30.1","","3.4","","21.8","","0.0","","21.8","","0","","30","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-10","1979","10","13.0","","2.5","","7.8","","24.6","","-4.9","","9.2","","0.0","T","9.2","","0","","32","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-11","1979","11","3.7","","-6.2","","-1.3","","17.7","","-15.9","","0.0","T","8.0","","6.2","","3","","31","","54",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1979-12","1979","12","-2.3","","-12.6","","-7.5","","8.9","","-31.6","","4.2","","39.6","","35.9","","17","","32","","98",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-01","1980","01","-10.2","","-19.0","","-14.6","","8.9","","-33.6","","1.0","","31.0","","29.9","","17","","35","","83",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-02","1980","02","-2.9","","-12.8","","-7.9","","9.0","","-22.0","","1.6","","22.1","","19.9","","20","","35","","65",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-03","1980","03","0.2","","-10.3","","-5.1","","7.9","","-24.4","","1.2","","36.1","","32.3","","9","","3","","57",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-04","1980","04","16.7","","2.7","","9.7","","29.0","","-5.8","","0.0","T","1.3","","1.3","","0","","29","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-05","1980","05","19.0","","7.0","","13.0","","28.7","S","1.8","","45.1","","0.0","","45.1","","0","","26","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-06","1980","06","21.1","","10.9","","16.0","","29.5","","4.2","S","107.2","","0.0","","107.2","","0","","30","S","54","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-07","1980","07","23.2","","11.2","","17.2","","30.5","","6.9","","45.5","","0.0","","45.5","","0","","28","","81",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-08","1980","08","19.3","","8.7","","14.0","","27.6","","4.3","","153.7","","0.0","","153.7","","0","","32","","57",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-09","1980","09","15.5","","5.1","","10.3","","28.7","","0.6","","45.6","","0.0","T","45.6","","0","","33","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-10","1980","10","12.9","","2.2","","7.6","","28.0","","-6.5","","9.5","","5.3","","14.8","","0","","30","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-11","1980","11","5.2","","-3.7","","0.8","","16.2","","-22.6","","0.8","","0.8","","1.6","","0","","14","S","50","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1980-12","1980","12","-9.8","","-18.4","","-14.1","","10.4","","-29.0","","2.0","","55.3","","55.4","","13","","31","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-01","1981","01","0.3","","-8.2","","-4.0","","10.7","","-14.9","","0.0","T","9.4","","10.3","","6","","15","","43",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-02","1981","02","-0.8","","-9.9","","-5.4","","10.6","","-25.5","","0.4","","8.6","","7.9","","3","","1","","57",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-03","1981","03","6.8","","-3.7","","1.6","","15.1","","-16.1","","2.2","","12.5","","13.7","","0","","14","","48",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-04","1981","04","11.6","","-0.5","","5.6","","22.4","","-12.5","","8.3","","15.6","","27.1","","0","","33","","78",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-05","1981","05","18.7","","7.1","","12.9","","27.0","","0.9","","37.2","","0.0","","37.2","","0","","30","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-06","1981","06","20.4","","8.6","","14.5","","26.7","S","5.9","S","52.3","","0.0","","52.3","","0","","31","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-07","1981","07","23.1","","12.2","","17.7","","31.4","","7.6","","131.8","","0.0","","131.8","","0","","27","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-08","1981","08","26.8","","13.5","","20.2","","33.2","","6.5","","24.2","","0.0","","24.2","","0","","29","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-09","1981","09","19.5","","7.5","","13.5","","33.6","","1.6","","32.0","","0.0","","32.0","","0","","32","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-10","1981","10","10.4","","-0.3","","5.1","","19.9","","-8.8","","24.7","","1.2","","25.7","","0","","31","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-11","1981","11","5.3","","-2.8","","1.3","","16.8","","-8.8","","0.2","","0.2","","0.4","","0","","18","","39",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1981-12","1981","12","-5.1","","-13.1","","-9.1","","6.7","","-29.4","","0.0","T","17.0","","16.4","","8","","30","S","67","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-01","1982","01","-17.3","","-26.2","","-21.8","","5.1","","-36.9","","0.2","","75.4","","70.0","","52","","31","","50",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-02","1982","02","-8.7","","-18.8","","-13.8","","8.1","","-29.8","","0.0","","20.6","","16.8","","48","","30","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-03","1982","03","-1.5","","-11.0","","-6.3","","8.0","","-19.7","","0.0","T","54.9","","35.1","","27","","32","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-04","1982","04","7.2","","-4.2","","1.5","","21.4","","-21.7","","1.2","","28.4","","23.1","","0","","29","","91",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-05","1982","05","17.7","","4.8","","11.3","","27.8","","-3.2","","26.9","","2.2","","28.1","","0","","27","","94",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-06","1982","06","23.4","","10.8","","17.1","","32.2","","3.9","","13.0","","0.0","","13.0","","0","","31","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-07","1982","07","23.0","","12.2","","17.6","","30.6","","6.8","","175.7","","0.0","","175.7","","0","","24","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-08","1982","08","19.8","","9.7","","14.8","","27.7","","1.9","","52.9","","0.0","","52.9","","0","","33","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-09","1982","09","18.3","","6.4","","12.4","","26.5","","-0.8","","29.8","","0.0","","29.8","","0","","30","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-10","1982","10","12.5","","1.0","","6.8","","25.5","","-6.9","","6.4","","15.0","","21.4","","0","","33","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-11","1982","11","-3.2","","-11.6","","-7.4","","8.8","","-23.3","","0.0","T","15.9","","15.9","","6","","15","","54",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1982-12","1982","12","-3.8","","-11.6","","-7.7","","3.8","","-23.6","","0.0","T","3.9","","3.9","","5","","25","","52",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-01","1983","01","-3.9","","-13.0","","-8.5","","5.2","","-28.9","","0.0","","3.7","","3.5","","6","","29","","65",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-02","1983","02","-2.3","","-10.7","","-6.5","","8.7","S","-18.2","","0.0","T","18.6","","13.5","","7","","4","S","37","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-03","1983","03","0.5","","-6.5","","-3.0","","9.0","","-13.6","","4.8","","14.8","","18.6","","0","","13","","39",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-04","1983","04","11.9","","0.3","","6.1","","22.4","","-8.6","","6.9","","5.4","","11.9","","0","","35","","57",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-05","1983","05","17.4","","5.2","","11.3","","28.5","","-2.4","","6.8","","0.0","T","6.8","","0","","29","S","57","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-06","1983","06","20.6","","9.6","","15.1","","28.3","","1.8","","188.3","","0.0","","188.3","","0","","28","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-07","1983","07","23.0","","12.8","","17.9","","30.6","","9.4","","77.4","","0.0","","77.4","","0","","29","","76",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-08","1983","08","25.4","","12.6","","19.0","","33.5","","5.0","","13.2","","0.0","","13.2","","0","","30","","56",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-09","1983","09","14.9","","4.6","","9.8","","24.1","","-4.4","","40.2","","3.0","","43.2","","0","","29","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-10","1983","10","11.8","","0.8","","6.3","","18.1","","-3.1","","10.2","","9.2","","19.0","","0","","30","","65",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-11","1983","11","0.1","","-5.9","","-2.9","","12.2","","-17.0","","0.6","","16.5","","16.2","","9","","29","S","57","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1983-12","1983","12","-13.6","","-21.5","","-17.6","","3.2","","-35.1","","0.0","","16.7","","15.9","","22","","35","","54",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-01","1984","01","-1.8","","-10.6","","-6.2","","8.5","","-24.7","","3.3","","19.8","","23.1","","9","","32","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-02","1984","02","4.4","","-4.9","","-0.3","","11.1","","-10.4","","0.2","","5.0","","5.4","","5","","30","","57",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-03","1984","03","3.5","","-6.4","","-1.5","","13.4","","-21.1","","4.8","","8.9","","12.9","","0","","35","S","52","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-04","1984","04","13.6","","1.1","","7.4","","28.1","","-4.0","","10.9","","0.0","","10.9","","0","","17","S","59","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-05","1984","05","14.6","","4.7","","9.7","","21.4","","-0.3","","76.7","","2.0","","78.7","","0","","31","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-06","1984","06","21.2","","9.8","","15.5","","30.5","","5.5","S","84.9","","0.0","","84.9","","0","","31","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-07","1984","07","24.8","","12.3","","18.6","","33.4","","7.7","","45.1","","0.0","","45.1","","0","","31","","94",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-08","1984","08","24.5","","12.2","","18.4","","32.7","","3.4","","23.0","","0.0","","23.0","","0","","27","S","61","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-09","1984","09","13.0","","4.0","","8.5","","24.4","","-3.3","","93.1","","9.2","","101.9","","0","","35","S","56","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-10","1984","10","7.2","","-1.3","","3.0","","27.1","","-23.7","","5.9","","54.1","","61.7","","15","","31","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-11","1984","11","-4.4","","-12.5","","-8.5","","7.3","","-24.9","","0.0","T","18.1","","17.4","","20","","14","","59",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1984-12","1984","12","-11.5","","-20.4","","-16.0","","7.7","","-33.7","","0.0","","31.9","","31.9","","45","","33","","63",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-01","1985","01","-3.1","","-13.2","","-8.2","","8.9","","-30.6","","7.5","","8.5","","16.0","","24","","28","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-02","1985","02","-6.1","","-16.4","","-11.3","","11.6","","-30.5","","5.0","","13.1","","16.7","","15","","29","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-03","1985","03","4.1","","-5.4","","-0.7","","13.5","","-17.0","","0.0","","4.8","","4.8","","0","T","29","S","52","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-04","1985","04","10.4","","-0.1","","5.2","","19.6","","-4.8","","6.0","","44.9","","50.9","","0","","16","","72",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-05","1985","05","19.7","","6.9","","13.3","","29.0","","1.9","","36.8","","0.0","","36.8","","0","","32","S","65","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-06","1985","06","20.0","","7.8","","13.9","","27.0","","1.8","","84.1","","0.0","","84.1","","0","","33","","94",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-07","1985","07","25.0","","12.7","","18.9","","32.6","","8.8","","38.2","","0.0","","38.2","","0","","12","","87",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-08","1985","08","21.1","","9.5","","15.3","","31.4","","4.0","","76.0","","0.0","","76.0","","0","","27","S","52","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-09","1985","09","12.6","","3.0","","7.8","","19.0","","-4.7","","44.2","","0.4","","44.6","","0","","31","","74",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-10","1985","10","9.4","","-0.2","","4.6","","17.2","","-7.7","","23.1","","5.8","","28.9","","1","","30","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-11","1985","11","-8.9","","-16.8","","-12.9","","8.1","","-34.1","","0.0","","14.1","","13.7","","6","","33","S","50","S"
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1985-12","1985","12","-0.6","","-9.1","","-4.9","","9.0","","-26.6","","5.2","","24.7","","29.1","","10","","31","","67",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-01","1986","01","-0.8","","-9.3","","-5.1","","8.4","","-17.6","","0.4","","10.7","","11.5","","7","","29","","69",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-02","1986","02","-6.9","","-15.7","","-11.3","","13.0","","-29.4","","1.6","","6.6","","7.8","","5","","33","","43",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-03","1986","03","6.0","","-2.7","","1.7","","15.1","","-14.0","","6.6","","31.1","","37.7","","0","T","31","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-04","1986","04","9.7","","-0.5","","4.6","","23.7","","-12.6","","23.8","","11.6","","35.4","","0","","31","","70",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-05","1986","05","19.1","","6.3","","12.7","","32.3","","-5.8","","35.2","","0.2","","35.4","","0","","31","","61",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-06","1986","06","21.7","","10.3","","16.0","","29.5","","6.0","","73.4","","0.0","","73.4","","0","","29","","89",""
"-113.52","53.57","EDMONTON CITY CENTRE A","3012208","1986-07","1986","07","20.4","","11.4","","15.9","","27.0","","8.2","","123.8","","0.0","","123.8","","0","","3","","69",""
